OrderID,Date,Region,Product,SalesRep,UnitsSold,UnitPrice,TotalSale
1388,2025-07-14,East,Widget B,R. Patel,26.0,132.65,3448.9
1389,2025-06-22,East,Widget A,R. Patel,30.0,37.81,1134.3
1390,2025-06-30,South,Widget B,R. Patel,12.0,183.8,2205.6
1391,2025-10-05,North,Widget B,J. Smith,5.0,189.31,946.55
1392,2025-01-25,West,Widget B,J. Smith,5.0,142.9,714.5
1393,2025-01-05,North,Widget A,M. Chen,4.0,125.48,501.92
1394,2025-09-05,West,Widget A,J. Smith,26.0,95.50999999999999,2483.26
1395,2025-01-07,North,Widget C,J. Smith,19.0,8.34,158.46
1396,2025-08-09,North,Widget A,J. Smith,10.0,51.99,519.9
1397,2025-09-27,East,Widget C,M. Chen,26.0,20.41,530.66
1398,2025-07-27,North,Widget B,A. Khan,20.0,138.39,2767.8
1399,2025-02-11,East,Widget A,J. Smith,26.0,78.96,2052.96
1400,2025-10-10,North,Widget A,J. Smith,6.0,102.47,614.82
1401,2025-08-11,East,Widget C,J. Smith,7.0,179.48,1256.36
1402,2025-01-22,South,Widget B,R. Patel,18.0,14.08,253.44
1403,2025-02-08,East,Widget B,J. Smith,43.0,11.42,491.06
1404,2025-06-11,South,Widget B,A. Khan,49.0,165.03,8086.47
1405,2025-07-23,East,Widget B,J. Smith,16.0,115.51,1848.16
1406,2025-07-19,North,Widget C,R. Patel,26.0,149.25,3880.5
1407,2025-02-10,South,Widget C,J. Smith,7.0,90.23,631.61
1408,2025-08-02,North,Widget B,J. Smith,26.0,193.94,5042.44
1409,2025-06-17,South,Widget C,R. Patel,32.0,49.49,1583.68
1410,2025-11-10,West,Widget B,J. Smith,43.0,79.11,3401.73
1411,2025-06-01,South,Widget A,J. Smith,18.0,35.07,631.26
1412,2025-03-20,West,Widget C,M. Chen,7.0,22.85,159.95
1413,2025-07-06,East,Widget C,J. Smith,9.0,22.02,198.18
1414,2025-09-08,North,Widget B,J. Smith,27.0,25.14,678.78
1415,2025-02-15,North,Widget A,J. Smith,39.0,157.97,6160.83
1416,2025-07-17,East,Widget A,J. Smith,50.0,21.52,1076.0
1417,2025-10-14,North,Widget B,A. Khan,44.0,79.24,3486.56
1418,2025-03-13,East,Widget C,R. Patel,10.0,17.34,173.4
1419,2025-11-08,West,Widget C,R. Patel,5.0,75.42,377.1
1420,2025-05-07,South,Widget A,J. Smith,40.0,43.13,1725.2
1421,2025-02-24,North,Widget A,J. Smith,22.0,169.11,3720.42
1422,2025-07-14,West,Widget C,R. Patel,42.0,194.97,8188.74
1423,2025-11-03,East,Widget B,A. Khan,31.0,66.27,2054.37
1424,2025-07-23,East,Widget A,J. Smith,16.0,68.55,1096.8
1425,2025-05-24,East,Widget A,J. Smith,13.0,120.48,1566.24
1426,2025-10-07,South,Widget B,J. Smith,47.0,95.02,4465.94
1427,2025-04-18,East,Widget C,J. Smith,27.0,136.23,3678.21
1428,2025-03-13,East,Widget B,M. Chen,43.0,35.06,1507.58
1429,2025-05-08,North,Widget A,J. Smith,31.0,118.54,3674.74
1430,2025-10-01,East,Widget A,J. Smith,3.0,95.50999999999999,286.53
1431,2025-07-04,East,Widget B,J. Smith,41.0,183.31,7515.71
1432,2025-02-25,South,Widget C,A. Khan,42.0,124.47,5227.74
1433,2025-10-16,South,Widget A,M. Chen,28.0,25.66,718.48
1434,2025-02-20,South,Widget B,J. Smith,36.0,118.2,4255.2
1435,2025-10-22,North,Widget C,R. Patel,30.0,155.61,4668.3
1436,2025-09-14,East,Widget A,R. Patel,26.0,62.61,1627.86
1437,2025-02-13,East,Widget B,M. Chen,20.0,71.9,1438.0
1438,2025-04-16,West,Widget C,R. Patel,7.0,90.44,633.08
1439,2025-08-20,North,Widget C,J. Smith,46.0,27.44,1262.24
1440,2025-06-25,North,Widget B,A. Khan,34.0,39.02,1326.68
1441,2025-03-23,North,Widget A,R. Patel,15.0,160.56,2408.4
1442,2025-04-05,South,Widget A,J. Smith,2.0,148.79,297.58
1443,2025-12-04,North,Widget A,R. Patel,26.0,142.42,3702.92
1444,2025-04-16,East,Widget A,J. Smith,7.0,160.9,1126.3
1445,2025-10-02,East,Widget C,A. Khan,30.0,27.22,816.6
1446,2025-09-08,South,Widget C,J. Smith,25.0,124.21,3105.25
1447,2025-10-28,East,Widget C,R. Patel,40.0,38.64,1545.6
1448,2025-06-02,North,Widget A,A. Khan,21.0,27.98,587.58
1449,2025-06-06,South,Widget C,A. Khan,33.0,95.50999999999999,3151.83
1450,2025-03-12,West,Widget A,A. Khan,26.0,128.92,3351.92
1451,2025-03-30,South,Widget A,M. Chen,9.0,41.48,373.32
1452,2025-08-19,North,Widget C,J. Smith,32.0,31.62,1011.84
1453,2025-07-16,North,Widget A,R. Patel,44.0,100.89,4439.16
1454,2025-08-16,South,Widget A,J. Smith,2.0,160.2,320.4
1455,2025-04-23,North,Widget C,A. Khan,35.0,61.29,2145.15
1456,2025-08-23,South,Widget A,J. Smith,33.0,27.08,893.64
1457,2025-02-28,East,Widget B,M. Chen,35.0,165.41,5789.35
1458,2025-01-22,West,Widget B,A. Khan,28.0,24.97,699.16
1459,2025-07-05,North,Widget A,R. Patel,17.0,72.97,1240.49
1460,2025-02-14,East,Widget A,A. Khan,14.0,163.09,2283.26
1461,2025-06-29,North,Widget A,A. Khan,40.0,32.15,1286.0
1462,2025-04-16,East,Widget A,J. Smith,23.0,108.79,2502.17
1463,2025-10-03,East,Widget C,M. Chen,37.0,57.13,2113.81
1464,2025-09-21,East,Widget A,A. Khan,49.0,158.21,7752.29
1465,2025-01-31,East,Widget B,A. Khan,16.0,33.52,536.32
1466,2025-06-14,East,Widget A,R. Patel,10.0,117.6,1176.0
1467,2025-05-18,West,Widget A,R. Patel,5.0,128.56,642.8
1468,2025-02-17,North,Widget C,M. Chen,30.0,95.50999999999999,2865.3
1469,2025-06-17,North,Widget A,R. Patel,41.0,134.51,5514.91
1470,2025-07-03,East,Widget B,R. Patel,14.0,193.79,2713.06
1471,2025-04-19,North,Widget C,M. Chen,22.0,111.73,2458.06
1472,2025-03-08,North,Widget A,M. Chen,44.0,95.50999999999999,4202.44
1473,2025-01-24,South,Widget A,J. Smith,8.0,186.24,1489.92
1474,2025-03-22,West,Widget A,R. Patel,13.0,199.16,2589.08
1475,2025-03-09,East,Widget B,M. Chen,6.0,132.64,795.84
1476,2025-05-09,East,Widget B,J. Smith,26.0,126.99,3301.74
1477,2025-04-30,South,Widget A,J. Smith,26.0,46.62,1212.12
1478,2025-02-09,North,Widget B,J. Smith,44.0,91.79,4038.76
1479,2025-01-05,East,Widget A,R. Patel,45.0,30.77,1384.65
1480,2025-02-06,West,Widget A,J. Smith,7.0,66.1,462.7
1481,2025-06-03,West,Widget B,A. Khan,5.0,108.45,542.25
1482,2025-01-05,South,Widget B,R. Patel,23.0,145.87,3355.01
1483,2025-03-19,North,Widget A,A. Khan,6.0,179.84,1079.04
1484,2025-03-13,North,Widget A,M. Chen,28.0,95.50999999999999,2674.28
1485,2025-03-13,East,Widget A,A. Khan,36.0,122.19,4398.84
1486,2025-05-26,North,Widget C,A. Khan,34.0,123.35,4193.9
1487,2025-04-07,West,Widget C,J. Smith,16.0,101.5,1624.0
1488,2025-02-27,West,Widget B,J. Smith,34.0,178.3,6062.2
1489,2025-07-01,East,Widget B,R. Patel,37.0,87.07,3221.59
1490,2025-10-07,South,Widget A,J. Smith,2.0,119.54,239.08
1491,2025-08-01,South,Widget A,J. Smith,26.0,103.79,2698.54
1492,2025-09-14,West,Widget A,J. Smith,41.0,109.63,4494.83
1493,2025-03-20,North,Widget C,J. Smith,33.0,184.58,6091.14
1494,2025-03-21,East,Widget A,J. Smith,41.0,95.50999999999999,3915.91
1495,2025-03-02,South,Widget A,A. Khan,26.0,52.67,1369.42
1496,2025-08-11,West,Widget B,J. Smith,4.0,65.31,261.24
1497,2025-03-31,North,Widget B,J. Smith,11.0,101.8,1119.8
1498,2025-06-27,North,Widget C,A. Khan,24.0,95.50999999999999,2292.24
1499,2025-05-18,North,Widget A,M. Chen,28.0,58.04,1625.12
