OrderID,Date,Region,Product,SalesRep,UnitsSold,UnitPrice
1448,06-02-2025,north,Widget A,A. Khan,21.0,27.98
1449,2025-06-06,South,Widget C,A. Khan,33.0,
1450,03-12-2025,West,widget a,A. Khan,,128.92
1451,03-30-2025,South,widget a,M. Chen,9.0,41.48
1452,08-19-2025,North,Widget C,J. Smith,32.0,31.62
1453,07-16-2025,north,widget a,R. Patel,44.0,100.89
1454,16/08/2025,South,Widget A,j. smith,2.0,160.2
1455,23/04/2025,,Widget C,A. Khan,35.0,61.29
1456,08-23-2025,SOUTH,widget a,j. smith,33.0,27.08
1457,28/02/2025, East ,Widget  B,M. Chen,35.0,165.41
1458,01-22-2025,West,Widget  B,A. Khan,28.0,24.97
1459,07/05/2025,,Widget A,R. Patel,17.0,72.97
1460,14/02/2025, East ,Widget A,A. Khan,14.0,163.09
1461,06-29-2025,north,widget a,A. Khan,40.0,32.15
1462,2025-04-16, East ,Widget A,j. smith,23.0,108.79
1463,2025-10-03,East,Widget C,M. Chen,37.0,57.13
1464,09-21-2025, East ,Widget A,A. Khan,49.0,158.21
1465,31/01/2025, East ,Widget B,A. Khan,16.0,33.52
1466,2025-06-14, East ,widget a,R. Patel,10.0,117.6
1467,05-18-2025,West,widget a,R. Patel,5.0,128.56
1468,17/02/2025,north,Widget C,M. Chen,30.0,
1469,06-17-2025,,Widget A,R. Patel,41.0,134.51
1470,2025-07-03, East ,Widget  B,R. Patel,14.0,193.79
1471,19/04/2025,,Widget C,M. Chen,22.0,111.73
1472,03-08-2025,,widget a,M. Chen,44.0,
1473,2025-01-24,SOUTH,widget a,J. Smith,8.0,186.24
1474,22/03/2025,West,Widget A,R. Patel,13.0,199.16
1475,03-09-2025,East,Widget B,M. Chen,6.0,132.64
1476,2025-05-09,East,Widget B,J. Smith,26.0,126.99
1477,30/04/2025,SOUTH,Widget A,J. Smith,-1.0,46.62
1478,2025-02-09,north,Widget B,j. smith,44.0,91.79
1479,01-05-2025,East,Widget A,R. Patel,45.0,30.77
1480,2025-02-06,West,Widget A,J. Smith,7.0,66.1
1481,2025-06-03,West,Widget B,A. Khan,5.0,108.45
1482,01-05-2025,SOUTH,Widget B,R. Patel,23.0,145.87
1483,19/03/2025,north,widget a,A. Khan,6.0,179.84
1484,2025-03-13,north,widget a,M. Chen,28.0,
1485,2025-03-13,East,Widget A,A. Khan,36.0,122.19
1486,05-26-2025,North,Widget C,A. Khan,34.0,123.35
1487,04-07-2025,West,Widget C,J. Smith,16.0,101.5
1488,2025-02-27,West,Widget  B,J. Smith,34.0,178.3
1489,07/01/2025,East,Widget B,R. Patel,37.0,87.07
1490,10-07-2025,South,widget a,J. Smith,2.0,119.54
1491,08/01/2025,South,Widget A,J. Smith,26.0,103.79
1492,14/09/2025,West,widget a,J. Smith,41.0,109.63
1493,20/03/2025,North,Widget C,J. Smith,33.0,184.58
1494,03-21-2025,East,widget a,j. smith,41.0,
1495,03/02/2025,SOUTH,widget a,A. Khan,,52.67
1496,2025-08-11,West,Widget  B,j. smith,4.0,65.31
1497,2025-03-31,North,Widget B,J. Smith,11.0,101.8
1498,06-27-2025,north,Widget C,A. Khan,24.0,
1499,05-18-2025,North,Widget A,M. Chen,28.0,58.04
1304,2025-01-31,West,widget a,R. Patel,30.0,44.78
1340,2025-01-20,West,Widget B,J. Smith,26.0,158.65
1047,03/06/2025,,Widget A,,30.0,126.13
1067,10/06/2025,north,Widget  B,J. Smith,25.0,
1479,01-05-2025,East,Widget A,R. Patel,45.0,30.77
1485,2025-03-13,East,Widget A,A. Khan,36.0,122.19
1310,07/06/2025,North,Widget A,R. Patel,33.0,94.16
1031,2025-06-19,north,Widget B,M. Chen,43.0,99.66
1249,30/07/2025,SOUTH,Widget B,R. Patel,40.0,60.56
1090,19/07/2025,,Widget  B,j. smith,15.0,100.2
1322,08-02-2025,East,Widget A,j. smith,31.0,56.78
1168,06-26-2025,East,widget a,M. Chen,30.0,169.83
1119,09-26-2025,East,Widget A,A. Khan,19.0,49.36
1066,2025-05-16,North,Widget  B,R. Patel,23.0,
1305,15/03/2025, East ,Widget C,M. Chen,26.0,30.5
